,url
40,<a href=https://www.zomato.com/bangalore/chaatimes-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NjE4MzQzIiwiNTczMjUiLCI1NTM5NyIsIjE4NTYzMDk3Iiw1Njg4MywiMTgzMDc4MDYiLCI1ODYzNiIsIjUzNjAxIiwiMTg1NjU2NzkiLCIxODU1OTg5NyIsIjE4Njk3MjExIiwiNTIyNTUiLCI1MTM0OCIsIjE4MzcxMjcyIiwiMTg3ODIyMDkiLCIxODc4Nzg4MyIsIjE4MDg5NjgyIiwiMTg1MjE5MTIiLCI1NjA5OCIsIjE4MDg5NjkzIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=><div>Chaatimes</div></a>
41,<a href=https://www.zomato.com/bangalore/havyaka-mess-banashankari?context=eyJzZSI6eyJlIjpbIjU3MzI1IiwiNTUzOTciLCIxODU2MzA5NyIsIjU2ODgzIiwxODMwNzgwNiwiNTg2MzYiLCI1MzYwMSIsIjE4NTY1Njc5IiwiMTg1NTk4OTciLCIxODY5NzIxMSIsIjUyMjU1IiwiNTEzNDgiLCIxODM3MTI3MiIsIjE4NzgyMjA5IiwiMTg3ODc4ODMiLCIxODA4OTY4MiIsIjE4NTIxOTEyIiwiNTYwOTgiLCIxODA4OTY5MyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19><div>Havyaka Mess</div></a>
42,<a href=https://www.zomato.com/bangalore/mcdonalds-banashankari?context=eyJzZSI6eyJlIjpbIjU1Mzk3IiwiMTg1NjMwOTciLCI1Njg4MyIsIjE4MzA3ODA2Iiw1ODYzNiwiNTM2MDEiLCIxODU2NTY3OSIsIjE4NTU5ODk3IiwiMTg2OTcyMTEiLCI1MjI1NSIsIjUxMzQ4IiwiMTgzNzEyNzIiLCIxODc4MjIwOSIsIjE4Nzg3ODgzIiwiMTgwODk2ODIiLCIxODUyMTkxMiIsIjU2MDk4IiwiMTgwODk2OTMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Mcdonald'S</div></a>
43,<a href=https://www.zomato.com/bangalore/dominos-pizza-1-banashankari?context=eyJzZSI6eyJlIjpbIjE4NTYzMDk3IiwiNTY4ODMiLCIxODMwNzgwNiIsIjU4NjM2Iiw1MzYwMSwiMTg1NjU2NzkiLCIxODU1OTg5NyIsIjE4Njk3MjExIiwiNTIyNTUiLCI1MTM0OCIsIjE4MzcxMjcyIiwiMTg3ODIyMDkiLCIxODc4Nzg4MyIsIjE4MDg5NjgyIiwiMTg1MjE5MTIiLCI1NjA5OCIsIjE4MDg5NjkzIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=><div>Domino'S Pizza</div></a>
44,<a href=https://www.zomato.com/bangalore/onesta-banashankari?context=eyJzZSI6eyJlIjpbMTg1NjU2NzksIjE4NTkzMDQ0IiwiMTgxNDg5NDEiLCIxODQ3MDc3MSIsIjE4NzE2MDYxIiwiMTg2MzI5NzciLCIxODIwMjk5NyIsIjU5MDkwIiwiMTg1NTkyMTEiLCIxODMyMzYzOSIsIjE4NTc0Mjc3Il0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCYW5hc2hhbmthcmkifX0=><div>Onesta</div></a>
45,<a href=https://www.zomato.com/bangalore/hotboxit-banashankari?context=eyJzZSI6eyJlIjpbIjE4MzA3ODA2IiwiNTg2MzYiLCI1MzYwMSIsIjE4NTY1Njc5IiwxODU1OTg5NywiMTg2OTcyMTEiLCI1MjI1NSIsIjUxMzQ4IiwiMTgzNzEyNzIiLCIxODc4MjIwOSIsIjE4Nzg3ODgzIiwiMTgwODk2ODIiLCIxODUyMTkxMiIsIjU2MDk4IiwiMTgwODk2OTMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Hotboxit</div></a>
46,<a href=https://www.zomato.com/bangalore/kitchen-garden-kumaraswamy-layout-bangalore?context=eyJzZSI6eyJlIjpbIjU4NjM2IiwiNTM2MDEiLCIxODU2NTY3OSIsIjE4NTU5ODk3IiwxODY5NzIxMSwiNTIyNTUiLCI1MTM0OCIsIjE4MzcxMjcyIiwiMTg3ODIyMDkiLCIxODc4Nzg4MyIsIjE4MDg5NjgyIiwiMTg1MjE5MTIiLCI1NjA5OCIsIjE4MDg5NjkzIiwiMTg2NDUyNjAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Kitchen Garden</div></a>
47,<a href=https://www.zomato.com/bangalore/recipe-kumaraswamy-layout?context=eyJzZSI6eyJlIjpbIjUzNjAxIiwiMTg1NjU2NzkiLCIxODU1OTg5NyIsIjE4Njk3MjExIiw1MjI1NSwiNTEzNDgiLCIxODM3MTI3MiIsIjE4NzgyMjA5IiwiMTg3ODc4ODMiLCIxODA4OTY4MiIsIjE4NTIxOTEyIiwiNTYwOTgiLCIxODA4OTY5MyIsIjE4NjQ1MjYwIiwiMTg2Njc1NjciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Recipe</div></a>
48,<a href=https://www.zomato.com/bangalore/beijing-bites-rajarajeshwari-nagar?context=eyJzZSI6eyJlIjpbIjE4NTY1Njc5IiwiMTg1NTk4OTciLCIxODY5NzIxMSIsIjUyMjU1Iiw1MTM0OCwiMTgzNzEyNzIiLCIxODc4MjIwOSIsIjE4Nzg3ODgzIiwiMTgwODk2ODIiLCIxODUyMTkxMiIsIjU2MDk4IiwiMTgwODk2OTMiLCIxODY0NTI2MCIsIjE4NjY3NTY3IiwiNTY3MDQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Beijing Bites</div></a>
49,<a href=https://www.zomato.com/bangalore/tasty-bytes-kumaraswamy-layout?context=eyJzZSI6eyJlIjpbIjE4NTU5ODk3IiwiMTg2OTcyMTEiLCI1MjI1NSIsIjUxMzQ4IiwxODM3MTI3MiwiMTg3ODIyMDkiLCIxODc4Nzg4MyIsIjE4MDg5NjgyIiwiMTg1MjE5MTIiLCI1NjA5OCIsIjE4MDg5NjkzIiwiMTg2NDUyNjAiLCIxODY2NzU2NyIsIjU2NzA0IiwiMTg4NjY0NzgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Tasty Bytes</div></a>
50,<a href=https://www.zomato.com/bangalore/petoo-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4Njk3MjExIiwiNTIyNTUiLCI1MTM0OCIsIjE4MzcxMjcyIiwxODc4MjIwOSwiMTg3ODc4ODMiLCIxODA4OTY4MiIsIjE4NTIxOTEyIiwiNTYwOTgiLCIxODA4OTY5MyIsIjE4NjQ1MjYwIiwiMTg2Njc1NjciLCI1NjcwNCIsIjE4ODY2NDc4IiwiMTg3NDMwMjkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Petoo</div></a>
51,<a href=https://www.zomato.com/bangalore/shree-cool-point-vijay-nagar-bangalore?context=eyJzZSI6eyJlIjpbIjUyMjU1IiwiNTEzNDgiLCIxODM3MTI3MiIsIjE4NzgyMjA5IiwxODc4Nzg4MywiMTgwODk2ODIiLCIxODUyMTkxMiIsIjU2MDk4IiwiMTgwODk2OTMiLCIxODY0NTI2MCIsIjE4NjY3NTY3IiwiNTY3MDQiLCIxODg2NjQ3OCIsIjE4NzQzMDI5IiwiMTg3MjYxNzQiLCIxODcyNzk0MSIsIjUwMDAxIiwiNTY0NTYiLCI1MTczMyIsIjE4NzQ1ODg1IiwiNTk1MjEiLCIxODU4NjIzOCIsIjE4ODIxNzY1IiwiMTg4Nzg5ODIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Shree Cool Point</div></a>
52,<a href=https://www.zomato.com/bangalore/corner-house-ice-cream-banashankari?context=eyJzZSI6eyJlIjpbIjUxMzQ4IiwiMTgzNzEyNzIiLCIxODc4MjIwOSIsIjE4Nzg3ODgzIiwxODA4OTY4MiwiMTg1MjE5MTIiLCI1NjA5OCIsIjE4MDg5NjkzIiwiMTg2NDUyNjAiLCIxODY2NzU2NyIsIjU2NzA0IiwiMTg4NjY0NzgiLCIxODc0MzAyOSIsIjE4NzI2MTc0IiwiMTg3Mjc5NDEiLCI1MDAwMSIsIjU2NDU2IiwiNTE3MzMiLCIxODc0NTg4NSIsIjU5NTIxIiwiMTg1ODYyMzgiLCIxODgyMTc2NSIsIjE4ODc4OTgyIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=><div>Corner House Ice Cream</div></a>
53,<a href=https://www.zomato.com/bangalore/biryanis-and-more-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4MzcxMjcyIiwiMTg3ODIyMDkiLCIxODc4Nzg4MyIsIjE4MDg5NjgyIiwxODUyMTkxMiwiNTYwOTgiLCIxODA4OTY5MyIsIjE4NjQ1MjYwIiwiMTg2Njc1NjciLCI1NjcwNCIsIjE4ODY2NDc4IiwiMTg3NDMwMjkiLCIxODcyNjE3NCIsIjE4NzI3OTQxIiwiNTAwMDEiLCI1NjQ1NiIsIjUxNzMzIiwiMTg3NDU4ODUiLCI1OTUyMSIsIjE4NTg2MjM4IiwiMTg4MjE3NjUiLCIxODg3ODk4MiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19><div>Biryanis And More</div></a>
54,<a href=https://www.zomato.com/bangalore/roving-feast-banashankari?context=eyJzZSI6eyJlIjpbIjE4NzgyMjA5IiwiMTg3ODc4ODMiLCIxODA4OTY4MiIsIjE4NTIxOTEyIiw1NjA5OCwiMTgwODk2OTMiLCIxODY0NTI2MCIsIjE4NjY3NTY3IiwiNTY3MDQiLCIxODg2NjQ3OCIsIjE4NzQzMDI5IiwiMTg3MjYxNzQiLCIxODcyNzk0MSIsIjUwMDAxIiwiNTY0NTYiLCI1MTczMyIsIjE4NzQ1ODg1IiwiNTk1MjEiLCIxODU4NjIzOCIsIjE4ODIxNzY1IiwiMTg4Nzg5ODIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Roving Feast</div></a>
55,<a href=https://www.zomato.com/bangalore/freshmenu-banashankari?context=eyJzZSI6eyJlIjpbIjE4Nzg3ODgzIiwiMTgwODk2ODIiLCIxODUyMTkxMiIsIjU2MDk4IiwxODA4OTY5MywiMTg2NDUyNjAiLCIxODY2NzU2NyIsIjU2NzA0IiwiMTg4NjY0NzgiLCIxODc0MzAyOSIsIjE4NzI2MTc0IiwiMTg3Mjc5NDEiLCI1MDAwMSIsIjU2NDU2IiwiNTE3MzMiLCIxODc0NTg4NSIsIjU5NTIxIiwiMTg1ODYyMzgiLCIxODgyMTc2NSIsIjE4ODc4OTgyIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=><div>Freshmenu</div></a>
56,<a href=https://www.zomato.com/bangalore/banashankari-donne-biriyani-banashankari?context=eyJzZSI6eyJlIjpbIjE4MDg5NjgyIiwiMTg1MjE5MTIiLCI1NjA5OCIsIjE4MDg5NjkzIiwxODY0NTI2MCwiMTg2Njc1NjciLCI1NjcwNCIsIjE4ODY2NDc4IiwiMTg3NDMwMjkiLCIxODcyNjE3NCIsIjE4NzI3OTQxIiwiNTAwMDEiLCI1NjQ1NiIsIjUxNzMzIiwiMTg3NDU4ODUiLCI1OTUyMSIsIjE4NTg2MjM4IiwiMTg4MjE3NjUiLCIxODg3ODk4MiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19><div>Banashankari Donne Biriyani</div></a>
57,<a href=https://www.zomato.com/bangalore/wamama-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTIxOTEyIiwiNTYwOTgiLCIxODA4OTY5MyIsIjE4NjQ1MjYwIiwxODY2NzU2NywiNTY3MDQiLCIxODg2NjQ3OCIsIjE4NzQzMDI5IiwiMTg3MjYxNzQiLCIxODcyNzk0MSIsIjUwMDAxIiwiNTY0NTYiLCI1MTczMyIsIjE4NzQ1ODg1IiwiNTk1MjEiLCIxODU4NjIzOCIsIjE4ODIxNzY1IiwiMTg4Nzg5ODIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Wamama</div></a>
58,<a href=https://www.zomato.com/bangalore/five-star-chicken-banashankari?context=eyJzZSI6eyJlIjpbIjU2MDk4IiwiMTgwODk2OTMiLCIxODY0NTI2MCIsIjE4NjY3NTY3Iiw1NjcwNCwiMTg4NjY0NzgiLCIxODc0MzAyOSIsIjE4NzI2MTc0IiwiMTg3Mjc5NDEiLCI1MDAwMSIsIjU2NDU2IiwiNTE3MzMiLCIxODc0NTg4NSIsIjU5NTIxIiwiMTg1ODYyMzgiLCIxODgyMTc2NSIsIjE4ODc4OTgyIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=><div>Five Star Chicken</div></a>
59,<a href=https://www.zomato.com/bangalore/xo-belgian-waffle-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4MDg5NjkzIiwiMTg2NDUyNjAiLCIxODY2NzU2NyIsIjU2NzA0IiwxODg2NjQ3OCwiMTg3NDMwMjkiLCIxODcyNjE3NCIsIjE4NzI3OTQxIiwiNTAwMDEiLCI1NjQ1NiIsIjUxNzMzIiwiMTg3NDU4ODUiLCI1OTUyMSIsIjE4NTg2MjM4IiwiMTg4MjE3NjUiLCIxODg3ODk4MiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19><div>Xo Belgian Waffle</div></a>
60,<a href=https://www.zomato.com/bangalore/peppy-peppers-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjQ1MjYwIiwiMTg2Njc1NjciLCI1NjcwNCIsIjE4ODY2NDc4IiwxODc0MzAyOSwiMTg3MjYxNzQiLCIxODcyNzk0MSIsIjUwMDAxIiwiNTY0NTYiLCI1MTczMyIsIjE4NzQ1ODg1IiwiNTk1MjEiLCIxODU4NjIzOCIsIjE4ODIxNzY1IiwiMTg4Nzg5ODIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Peppy Peppers</div></a>
61,<a href=https://www.zomato.com/bangalore/goa-0-km-kumaraswamy-layout-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjY3NTY3IiwiNTY3MDQiLCIxODg2NjQ3OCIsIjE4NzQzMDI5IiwxODcyNjE3NCwiMTg3Mjc5NDEiLCI1MDAwMSIsIjU2NDU2IiwiNTE3MzMiLCIxODc0NTg4NSIsIjU5NTIxIiwiMTg1ODYyMzgiLCIxODgyMTc2NSIsIjE4ODc4OTgyIiwiNjA1ODUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Goa 0 Km</div></a>
62,<a href=https://www.zomato.com/bangalore/chinese-kitchen-basavanagudi-bangalore?context=eyJzZSI6eyJlIjpbIjU2NzA0IiwiMTg4NjY0NzgiLCIxODc0MzAyOSIsIjE4NzI2MTc0IiwxODcyNzk0MSwiNTAwMDEiLCI1NjQ1NiIsIjUxNzMzIiwiMTg3NDU4ODUiLCI1OTUyMSIsIjE4NTg2MjM4IiwiMTg4MjE3NjUiLCIxODg3ODk4MiIsIjYwNTg1IiwiMTg5MDI2MzgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Chinese Kitchen</div></a>
63,<a href=https://www.zomato.com/bangalore/1947-banashankari?context=eyJzZSI6eyJlIjpbIjE4ODY2NDc4IiwiMTg3NDMwMjkiLCIxODcyNjE3NCIsIjE4NzI3OTQxIiw1MDAwMSwiNTY0NTYiLCI1MTczMyIsIjE4NzQ1ODg1IiwiNTk1MjEiLCIxODU4NjIzOCIsIjE4ODIxNzY1IiwiMTg4Nzg5ODIiLCI2MDU4NSIsIjE4OTAyNjM4IiwiMTgzMDYyMDgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>1947</div></a>
64,<a href=https://www.zomato.com/bangalore/cake-of-the-day-banashankari?context=eyJzZSI6eyJlIjpbIjE4NzQzMDI5IiwiMTg3MjYxNzQiLCIxODcyNzk0MSIsIjUwMDAxIiw1NjQ1NiwiNTE3MzMiLCIxODc0NTg4NSIsIjU5NTIxIiwiMTg1ODYyMzgiLCIxODgyMTc2NSIsIjE4ODc4OTgyIiwiNjA1ODUiLCIxODkwMjYzOCIsIjE4MzA2MjA4IiwiNTQ3ODciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Cake Of The Day</div></a>
65,<a href=https://www.zomato.com/bangalore/kabab-magic-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NzI2MTc0IiwiMTg3Mjc5NDEiLCI1MDAwMSIsIjU2NDU2Iiw1MTczMywiMTg3NDU4ODUiLCI1OTUyMSIsIjE4NTg2MjM4IiwiMTg4MjE3NjUiLCIxODg3ODk4MiIsIjYwNTg1IiwiMTg5MDI2MzgiLCIxODMwNjIwOCIsIjU0Nzg3IiwiMTg5MTg1MDQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Kabab Magic</div></a>
66,<a href=https://www.zomato.com/bangalore/namma-brahmins-idli-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzI3OTQxIiwiNTAwMDEiLCI1NjQ1NiIsIjUxNzMzIiwxODc0NTg4NSwiNTk1MjEiLCIxODU4NjIzOCIsIjE4ODIxNzY1IiwiMTg4Nzg5ODIiLCI2MDU4NSIsIjE4OTAyNjM4IiwiMTgzMDYyMDgiLCI1NDc4NyIsIjE4OTE4NTA0IiwiNTI5OTMiLCIxODYzNTU3NSIsIjE4MzMzMTUwIiwiNjA4NjIiLCIxODY0Mjc1MiIsIjE4NTc2NzUyIiwiNjEwMzEiLCI1ODYzOSIsIjE4NzI0ODI3IiwiNjA4ODUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Namma Brahmin'S Idli</div></a>
67,<a href=https://www.zomato.com/gustoesbeerhouse?context=eyJzZSI6eyJlIjpbIjUwMDAxIiwiNTY0NTYiLCI1MTczMyIsIjE4NzQ1ODg1Iiw1OTUyMSwiMTg1ODYyMzgiLCIxODgyMTc2NSIsIjE4ODc4OTgyIiwiNjA1ODUiLCIxODkwMjYzOCIsIjE4MzA2MjA4IiwiNTQ3ODciLCIxODkxODUwNCIsIjUyOTkzIiwiMTg2MzU1NzUiLCIxODMzMzE1MCIsIjYwODYyIiwiMTg2NDI3NTIiLCIxODU3Njc1MiIsIjYxMDMxIiwiNTg2MzkiLCIxODcyNDgyNyIsIjYwODg1Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=><div>Gustoes Beer House</div></a>
68,<a href=https://www.zomato.com/bangalore/sugar-rush-banashankari?context=eyJzZSI6eyJlIjpbIjU2NDU2IiwiNTE3MzMiLCIxODc0NTg4NSIsIjU5NTIxIiwxODU4NjIzOCwiMTg4MjE3NjUiLCIxODg3ODk4MiIsIjYwNTg1IiwiMTg5MDI2MzgiLCIxODMwNjIwOCIsIjU0Nzg3IiwiMTg5MTg1MDQiLCI1Mjk5MyIsIjE4NjM1NTc1IiwiMTgzMzMxNTAiLCI2MDg2MiIsIjE4NjQyNzUyIiwiMTg1NzY3NTIiLCI2MTAzMSIsIjU4NjM5IiwiMTg3MjQ4MjciLCI2MDg4NSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19><div>Sugar Rush</div></a>
69,<a href=https://www.zomato.com/bangalore/burger-king-basavanagudi-bangalore?context=eyJzZSI6eyJlIjpbIjUxNzMzIiwiMTg3NDU4ODUiLCI1OTUyMSIsIjE4NTg2MjM4IiwxODgyMTc2NSwiMTg4Nzg5ODIiLCI2MDU4NSIsIjE4OTAyNjM4IiwiMTgzMDYyMDgiLCI1NDc4NyIsIjE4OTE4NTA0IiwiNTI5OTMiLCIxODYzNTU3NSIsIjE4MzMzMTUwIiwiNjA4NjIiLCIxODY0Mjc1MiIsIjE4NTc2NzUyIiwiNjEwMzEiLCI1ODYzOSIsIjE4NzI0ODI3IiwiNjA4ODUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Burger King</div></a>
70,<a href=https://www.zomato.com/bangalore/the-good-bowl-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzQ1ODg1IiwiNTk1MjEiLCIxODU4NjIzOCIsIjE4ODIxNzY1IiwxODg3ODk4MiwiNjA1ODUiLCIxODkwMjYzOCIsIjE4MzA2MjA4IiwiNTQ3ODciLCIxODkxODUwNCIsIjUyOTkzIiwiMTg2MzU1NzUiLCIxODMzMzE1MCIsIjYwODYyIiwiMTg2NDI3NTIiLCIxODU3Njc1MiIsIjYxMDMxIiwiNTg2MzkiLCIxODcyNDgyNyIsIjYwODg1Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=><div>The Good Bowl</div></a>
71,<a href=https://www.zomato.com/bangalore/the-biryani-cafe-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjU5NTIxIiwiMTg1ODYyMzgiLCIxODgyMTc2NSIsIjE4ODc4OTgyIiw2MDU4NSwiMTg5MDI2MzgiLCIxODMwNjIwOCIsIjU0Nzg3IiwiMTg5MTg1MDQiLCI1Mjk5MyIsIjE4NjM1NTc1IiwiMTgzMzMxNTAiLCI2MDg2MiIsIjE4NjQyNzUyIiwiMTg1NzY3NTIiLCI2MTAzMSIsIjU4NjM5IiwiMTg3MjQ4MjciLCI2MDg4NSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19><div>The Biryani Cafe</div></a>
72,<a href=https://www.zomato.com/bangalore/lsd-cafe-banashankari?context=eyJzZSI6eyJlIjpbIjE4ODIxNzY1IiwiMTg4Nzg5ODIiLCI2MDU4NSIsIjE4OTAyNjM4IiwxODMwNjIwOCwiNTQ3ODciLCIxODkxODUwNCIsIjUyOTkzIiwiMTg2MzU1NzUiLCIxODMzMzE1MCIsIjYwODYyIiwiMTg2NDI3NTIiLCIxODU3Njc1MiIsIjYxMDMxIiwiNTg2MzkiLCIxODcyNDgyNyIsIjYwODg1Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=><div>Lsd Cafe</div></a>
73,<a href=https://www.zomato.com/bangalore/rolls-on-wheels-banashankari?context=eyJzZSI6eyJlIjpbIjE4ODc4OTgyIiwiNjA1ODUiLCIxODkwMjYzOCIsIjE4MzA2MjA4Iiw1NDc4NywiMTg5MTg1MDQiLCI1Mjk5MyIsIjE4NjM1NTc1IiwiMTgzMzMxNTAiLCI2MDg2MiIsIjE4NjQyNzUyIiwiMTg1NzY3NTIiLCI2MTAzMSIsIjU4NjM5IiwiMTg3MjQ4MjciLCI2MDg4NSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19><div>Rolls On Wheels</div></a>
74,<a href=https://www.zomato.com/bangalore/sri-guru-kottureshwara-davangere-benne-dosa-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4OTAyNjM4IiwiMTgzMDYyMDgiLCI1NDc4NyIsIjE4OTE4NTA0Iiw1Mjk5MywiMTg2MzU1NzUiLCIxODMzMzE1MCIsIjYwODYyIiwiMTg2NDI3NTIiLCIxODU3Njc1MiIsIjYxMDMxIiwiNTg2MzkiLCIxODcyNDgyNyIsIjYwODg1IiwiNTEyMzIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Sri Guru Kottureshwara Davangere Benne Dosa</div></a>
75,<a href=https://www.zomato.com/bangalore/devanna-dum-biriyani-centre-banashankari?context=eyJzZSI6eyJlIjpbIjE4MzA2MjA4IiwiNTQ3ODciLCIxODkxODUwNCIsIjUyOTkzIiwxODYzNTU3NSwiMTgzMzMxNTAiLCI2MDg2MiIsIjE4NjQyNzUyIiwiMTg1NzY3NTIiLCI2MTAzMSIsIjU4NjM5IiwiMTg3MjQ4MjciLCI2MDg4NSIsIjUxMjMyIiwiNTczMzkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Devanna Dum Biriyani Centre</div></a>
76,<a href=https://www.zomato.com/bangalore/kolbeh-banashankari?context=eyJzZSI6eyJlIjpbIjU0Nzg3IiwiMTg5MTg1MDQiLCI1Mjk5MyIsIjE4NjM1NTc1IiwxODMzMzE1MCwiNjA4NjIiLCIxODY0Mjc1MiIsIjE4NTc2NzUyIiwiNjEwMzEiLCI1ODYzOSIsIjE4NzI0ODI3IiwiNjA4ODUiLCI1MTIzMiIsIjU3MzM5IiwiMTg3MTAwMjEiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Kolbeh</div></a>
77,<a href=https://www.zomato.com/bangalore/upahar-sagar-banashankari?context=eyJzZSI6eyJlIjpbIjE4OTE4NTA0IiwiNTI5OTMiLCIxODYzNTU3NSIsIjE4MzMzMTUwIiw2MDg2MiwiMTg2NDI3NTIiLCIxODU3Njc1MiIsIjYxMDMxIiwiNTg2MzkiLCIxODcyNDgyNyIsIjYwODg1IiwiNTEyMzIiLCI1NzMzOSIsIjE4NzEwMDIxIiwiMTg2ODAwODAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Upahar Sagar</div></a>
78,<a href=https://www.zomato.com/bangalore/kadalu-sea-food-restaurant-vijay-nagar?context=eyJzZSI6eyJlIjpbIjUyOTkzIiwiMTg2MzU1NzUiLCIxODMzMzE1MCIsIjYwODYyIiwxODY0Mjc1MiwiMTg1NzY3NTIiLCI2MTAzMSIsIjU4NjM5IiwiMTg3MjQ4MjciLCI2MDg4NSIsIjUxMjMyIiwiNTczMzkiLCIxODcxMDAyMSIsIjE4NjgwMDgwIiwiMTg0NDgzMzYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Kadalu Sea Food Restaurant</div></a>
